timestamp,src_id,request_rate,packet_size,time_gap,label
1770125971.5129874,FUZZ_1,29.23,3858,0.779,3
1770125348.2510777,EV_14,2.01,319,0.678,0
1770125612.725771,ATTACKER_1,94.71,1318,0.0197,1
1770125346.6005795,EV_12,1.41,205,0.798,0
1770125612.725771,ATTACKER_1,105.41,896,0.0422,1
1770125971.5139866,FUZZ_1,31.6,10,1.8638,3
1770125612.7267742,ATTACKER_1,127.79,929,0.0174,1
1770125971.5139866,FUZZ_1,18.15,2,0.2472,3
1770125790.2269208,BOT_6,39.84,1194,0.0146,2
1770125342.670808,EV_6,1.89,457,0.648,0
1770125345.1474383,EV_10,1.74,486,0.876,0
1770125790.2169209,BOT_2,36.04,1352,0.0641,2
1770125342.3120308,EV_6,1.09,333,0.921,0
1770125790.2219212,BOT_4,36.06,744,0.0057,2
1770125971.5099173,FUZZ_1,31.4,2953,0.323,3
1770125790.2149234,BOT_1,79.92,943,0.0492,2
1770125790.2269208,BOT_6,54.01,950,0.077,2
1770125340.9772816,EV_4,2.77,591,0.542,0
1770125790.2309213,BOT_7,65.03,857,0.0066,2
1770125344.481614,EV_9,1.52,286,1.218,0
1770125612.7267742,ATTACKER_1,59.65,868,0.0208,1
1770125790.2149234,BOT_1,85.61,1154,0.0597,2
1770125349.2887278,EV_16,1.48,444,0.53,0
1770125344.0345602,EV_8,2.51,242,0.374,0
1770125790.231921,BOT_8,92.82,1340,0.0294,2
1770125971.5129874,FUZZ_1,33.48,47,0.7676,3
1770125790.232921,BOT_8,45.73,1374,0.0241,2
1770125790.2299216,BOT_7,91.1,1049,0.0676,2
1770125346.8366923,EV_12,1.84,243,0.777,0
1770125349.0905154,EV_15,2.63,435,1.259,0
1770125350.4449291,EV_17,1.51,479,0.305,0
1770125790.231921,BOT_8,49.59,1109,0.0157,2
1770125790.228921,BOT_6,70.36,702,0.0125,2
1770125971.506699,FUZZ_1,21.6,12,1.3033,3
1770125346.0135195,EV_11,2.5,273,1.348,0
1770125342.9505014,EV_7,1.01,536,0.876,0
1770125347.879809,EV_14,2.87,514,1.264,0
1770125790.234921,BOT_9,96.4,662,0.0945,2
1770125346.1002166,EV_11,1.75,304,1.073,0
1770125342.401312,EV_6,1.33,447,1.306,0
1770125612.725771,ATTACKER_1,189.4,1075,0.0463,1
1770125790.2229211,BOT_4,99.48,943,0.099,2
1770125339.4556007,EV_2,2.8,245,1.231,0
1770125790.231921,BOT_8,47.01,1203,0.013,2
1770125971.506699,FUZZ_1,34.61,4260,0.2082,3
1770125348.0924315,EV_14,1.94,512,1.087,0
1770125341.3143263,EV_4,2.19,243,1.289,0
1770125346.318041,EV_11,2.8,335,0.338,0
1770125350.725752,EV_18,1.21,354,1.137,0
1770125352.4883215,EV_20,2.93,500,0.9,0
1770125790.235921,BOT_9,85.27,673,0.0714,2
1770125344.0855126,EV_8,1.22,417,0.692,0
1770125971.505715,FUZZ_1,27.0,17,1.0026,3
1770125340.362353,EV_3,2.3,424,0.436,0
1770125971.5099173,FUZZ_1,36.72,16,1.3888,3
1770125346.5785203,EV_12,2.54,592,1.263,0
1770125612.7267742,ATTACKER_1,84.7,845,0.0139,1
1770125344.0243857,EV_8,1.67,426,1.292,0
1770125347.8906677,EV_14,1.07,247,0.64,0
1770125339.3880954,EV_2,2.38,454,0.805,0
1770125971.505715,FUZZ_1,10.08,4063,0.3136,3
1770125790.2139375,BOT_1,65.16,831,0.0497,2
1770125343.4711032,EV_7,2.4,466,0.531,0
1770125790.2189207,BOT_2,96.96,636,0.0218,2
1770125350.0881057,EV_17,2.35,251,0.496,0
1770125790.2219212,BOT_4,82.74,693,0.039,2
1770125790.2339208,BOT_9,34.87,1157,0.0461,2
1770125790.2159212,BOT_1,38.68,819,0.0131,2
1770125790.2239208,BOT_4,78.21,659,0.0529,2
1770125352.7564454,EV_20,2.37,533,0.453,0
1770125790.231921,BOT_8,73.77,678,0.074,2
1770125612.7267742,ATTACKER_1,57.24,1292,0.0259,1
1770125790.228921,BOT_7,90.37,756,0.0738,2
1770125341.4835503,EV_5,1.99,420,0.652,0
1770125790.220921,BOT_3,94.41,946,0.0879,2
1770125342.7025435,EV_6,2.02,207,0.852,0
1770125345.0528903,EV_10,2.93,283,0.497,0
1770125790.234921,BOT_9,62.46,836,0.0074,2
1770125790.2219212,BOT_3,53.81,983,0.0249,2
1770125612.7267742,ATTACKER_1,137.29,1484,0.0453,1
1770125349.4792705,EV_16,2.69,438,1.069,0
1770125350.7506828,EV_18,1.43,368,1.348,0
1770125790.2299216,BOT_7,42.08,901,0.097,2
1770125343.5448973,EV_7,1.83,344,1.321,0
1770125790.2309213,BOT_7,73.58,873,0.075,2
1770125790.2159212,BOT_1,54.42,917,0.011,2
1770125343.4606504,EV_7,1.83,207,0.936,0
1770125971.5139866,FUZZ_1,46.7,43,0.1271,3
1770125343.299238,EV_7,1.64,577,0.915,0
1770125612.7247715,ATTACKER_1,69.65,904,0.0348,1
1770125790.231921,BOT_8,43.74,673,0.0178,2
1770125790.2179215,BOT_2,87.49,833,0.0633,2
1770125343.5695658,EV_8,2.91,381,0.314,0
1770125790.2339208,BOT_8,64.73,628,0.0688,2
1770125612.7247715,ATTACKER_1,145.26,1182,0.0197,1
1770125339.7238517,EV_2,1.05,307,0.73,0
1770125790.2299216,BOT_7,30.6,1289,0.0441,2
1770125790.2239208,BOT_4,96.64,1289,0.0255,2
1770125612.7247715,ATTACKER_1,160.62,947,0.026,1
1770125790.2369215,BOT_10,83.25,1395,0.0446,2
1770125971.5139866,FUZZ_1,5.88,10,0.9738,3
1770125342.2695456,EV_6,1.5,239,1.003,0
1770125343.9745567,EV_8,1.58,387,1.386,0
1770125790.235921,BOT_9,89.29,1398,0.0943,2
1770125790.235921,BOT_10,96.69,1379,0.0692,2
1770125971.5139866,FUZZ_1,40.92,2389,0.2297,3
1770125341.1523075,EV_4,2.97,478,0.425,0
1770125790.2379212,BOT_10,87.29,809,0.0866,2
1770125344.9101636,EV_9,2.55,591,0.64,0
1770125347.858777,EV_14,1.06,368,0.783,0
1770125347.4823885,EV_13,1.13,256,1.139,0
1770125971.508701,FUZZ_1,34.64,2308,0.2756,3
1770125790.231921,BOT_8,91.97,610,0.0107,2
1770125790.227921,BOT_6,88.98,747,0.0362,2
1770125790.231921,BOT_8,34.81,1214,0.0361,2
1770125790.2199214,BOT_3,48.34,1099,0.0826,2
1770125352.3119805,EV_20,2.46,282,0.356,0
1770125790.235921,BOT_9,69.37,1280,0.0664,2
1770125350.0002391,EV_17,1.24,504,1.423,0
1770125612.725771,ATTACKER_1,91.18,1436,0.0011,1
1770125348.14193,EV_14,2.33,434,1.081,0
1770125612.7267742,ATTACKER_1,132.02,1465,0.0377,1
1770125790.235921,BOT_10,87.12,1268,0.0887,2
1770125352.5789385,EV_20,1.06,236,1.096,0
1770125339.83138,EV_2,1.34,338,1.148,0
1770125612.7247715,ATTACKER_1,147.4,801,0.0456,1
1770125612.7267742,ATTACKER_1,191.49,1072,0.0432,1
1770125352.4157045,EV_20,2.01,291,0.705,0
1770125612.7237592,ATTACKER_1,190.86,977,0.0024,1
1770125346.1138673,EV_11,1.42,399,0.544,0
1770125349.903649,EV_16,2.89,497,1.473,0
1770125790.2219212,BOT_3,88.83,890,0.0329,2
1770125612.7247715,ATTACKER_1,134.5,1047,0.0034,1
1770125971.505715,FUZZ_1,39.98,8,1.8238,3
1770125350.133035,EV_17,2.41,482,0.937,0
1770125340.5674498,EV_3,1.65,587,1.012,0
1770125346.2327852,EV_11,1.08,253,0.385,0
1770125342.3052535,EV_6,1.11,362,1.165,0
1770125790.2169209,BOT_2,77.25,1144,0.0281,2
1770125790.232921,BOT_8,45.99,630,0.038,2
1770125338.6486557,EV_1,2.59,575,0.808,0
1770125790.2339208,BOT_9,92.21,1118,0.0548,2
1770125790.235921,BOT_9,87.66,1153,0.0157,2
1770125790.2309213,BOT_7,64.8,1380,0.0368,2
1770125971.5119965,FUZZ_1,5.37,3,1.9578,3
1770125612.7267742,ATTACKER_1,136.56,1160,0.0164,1
1770125349.2312346,EV_15,1.11,331,0.38,0
1770125342.5572944,EV_6,2.21,350,1.326,0
1770125350.907398,EV_18,2.99,454,0.782,0
1770125612.725771,ATTACKER_1,144.96,832,0.029,1
1770125790.2139375,BOT_1,76.22,980,0.0117,2
1770125790.2309213,BOT_7,55.79,677,0.0834,2
1770125351.1937242,EV_18,2.65,579,0.782,0
1770125790.2189207,BOT_2,97.57,1049,0.0524,2
1770125790.2239208,BOT_4,51.08,1297,0.0336,2
1770125790.2249207,BOT_5,97.05,1180,0.0966,2
1770125612.7247715,ATTACKER_1,185.28,1161,0.0306,1
1770125612.7267742,ATTACKER_1,69.27,838,0.0138,1
1770125790.228921,BOT_6,59.92,1034,0.042,2
1770125342.4461906,EV_6,1.98,479,1.492,0
1770125612.7237592,ATTACKER_1,132.72,1334,0.0321,1
1770125971.5139866,FUZZ_1,30.21,3984,0.6569,3
1770125349.7783413,EV_16,2.6,549,0.962,0
1770125790.227921,BOT_6,42.86,1199,0.0237,2
1770125612.720795,ATTACKER_1,61.37,1158,0.0214,1
1770125340.4149208,EV_3,2.88,344,1.103,0
1770125790.2189207,BOT_2,88.0,856,0.0751,2
1770125790.2259216,BOT_5,48.06,1210,0.0088,2
1770125971.5139866,FUZZ_1,44.55,4836,0.2523,3
1770125790.2159212,BOT_1,36.14,621,0.0132,2
1770125342.7248704,EV_6,1.4,411,0.393,0
1770125346.671055,EV_12,2.76,207,1.052,0
1770125347.5982947,EV_13,1.83,426,0.851,0
1770125790.2259216,BOT_5,59.72,1190,0.0137,2
1770125342.012954,EV_5,2.34,248,1.167,0
1770125346.8148808,EV_12,1.05,377,0.315,0
1770125351.7225318,EV_19,2.83,234,0.643,0
1770125341.591091,EV_5,1.23,480,1.081,0
1770125790.232921,BOT_8,58.16,992,0.0653,2
1770125612.7237592,ATTACKER_1,196.61,1469,0.0412,1
1770125790.2219212,BOT_4,94.52,888,0.0908,2
1770125339.7861962,EV_2,1.42,577,0.493,0
1770125352.4916956,EV_20,2.28,403,1.311,0
1770125790.2339208,BOT_8,38.25,605,0.0831,2
1770125971.5129874,FUZZ_1,26.63,37,1.7385,3
1770125351.6148038,EV_19,1.81,356,0.724,0
1770125790.2189207,BOT_2,55.11,687,0.059,2
1770125612.725771,ATTACKER_1,146.58,1031,0.0187,1
1770125790.2139375,BOT_1,53.57,1031,0.0531,2
1770125348.6798987,EV_15,1.84,545,1.109,0
1770125349.694898,EV_16,1.49,221,0.875,0
1770125790.2219212,BOT_3,38.78,1308,0.0337,2
1770125338.7293966,EV_1,2.72,558,1.241,0
1770125971.5139866,FUZZ_1,49.94,3028,0.054,3
1770125338.666219,EV_1,1.46,588,0.495,0
1770125790.220921,BOT_3,50.89,1264,0.029,2
1770125349.424051,EV_16,2.09,544,0.341,0
1770125790.227921,BOT_6,90.57,1217,0.0925,2
1770125352.3645334,EV_20,2.95,521,0.316,0
1770125346.9040394,EV_12,1.66,448,0.766,0
1770125612.7267742,ATTACKER_1,88.78,1121,0.0095,1
1770125350.3206632,EV_17,2.18,573,1.209,0
1770125343.1680903,EV_7,1.03,314,0.449,0
1770125339.7450314,EV_2,1.49,265,0.562,0
1770125790.2239208,BOT_4,34.67,721,0.0336,2
1770125346.5043893,EV_12,3.0,383,1.0,0
1770125971.5099173,FUZZ_1,12.58,4890,1.9915,3
1770125350.1127503,EV_17,2.66,206,0.791,0
1770125790.2259216,BOT_5,77.62,812,0.015,2
1770125348.7214174,EV_15,2.96,301,0.614,0
1770125339.7346387,EV_2,1.35,247,0.733,0
1770125612.725771,ATTACKER_1,150.09,1241,0.0135,1
1770125342.3519857,EV_6,2.61,321,1.488,0
1770125790.2379212,BOT_10,50.01,819,0.0859,2
1770125351.5628934,EV_19,2.09,214,1.466,0
1770125971.5119965,FUZZ_1,46.04,4131,0.7236,3
1770125790.2299216,BOT_7,75.04,804,0.0742,2
1770125612.7267742,ATTACKER_1,160.83,1316,0.0052,1
1770125790.2379212,BOT_10,97.34,626,0.0312,2
1770125349.5488155,EV_16,2.64,407,0.936,0
1770125342.4151573,EV_6,2.14,395,1.31,0
1770125790.2309213,BOT_7,46.53,1389,0.0134,2
1770125790.2259216,BOT_5,63.96,823,0.0469,2
1770125790.2299216,BOT_7,48.13,768,0.0495,2
1770125341.8761022,EV_5,2.93,469,1.157,0
1770125612.7247715,ATTACKER_1,198.55,987,0.0164,1
1770125348.86057,EV_15,1.3,552,1.152,0
1770125790.2369215,BOT_10,61.36,770,0.0816,2
1770125347.3317945,EV_13,2.9,260,1.144,0
1770125790.231921,BOT_8,49.87,1184,0.0593,2
1770125342.3449333,EV_6,1.54,464,1.215,0
1770125971.5099173,FUZZ_1,16.46,7,0.1858,3
1770125344.7764823,EV_9,1.27,334,1.305,0
1770125612.7247715,ATTACKER_1,114.43,1488,0.032,1
1770125612.7247715,ATTACKER_1,162.81,911,0.0406,1
1770125342.7704434,EV_6,2.96,339,0.705,0
1770125350.9286327,EV_18,1.78,442,1.114,0
1770125971.505715,FUZZ_1,39.2,4648,0.8126,3
1770125348.6190825,EV_15,1.67,448,0.972,0
1770125346.096311,EV_11,1.47,491,0.82,0
1770125790.2229211,BOT_4,37.3,1281,0.0655,2
1770125351.1086123,EV_18,2.52,240,0.383,0
1770125341.7274618,EV_5,2.41,493,0.574,0
1770125342.5998385,EV_6,2.26,376,0.888,0
1770125971.506699,FUZZ_1,36.59,30,1.833,3
1770125348.5966988,EV_15,1.31,268,1.152,0
1770125790.234921,BOT_9,83.76,822,0.0425,2
1770125790.2259216,BOT_5,64.37,1294,0.0306,2
1770125790.2269208,BOT_6,71.03,773,0.0827,2
1770125350.9213486,EV_18,2.27,433,1.125,0
1770125790.2269208,BOT_5,67.6,1359,0.0506,2
1770125971.5129874,FUZZ_1,11.83,32,1.7725,3
1770125971.5139866,FUZZ_1,31.3,4687,0.2931,3
1770125345.666565,EV_10,2.17,311,1.443,0
1770125790.2259216,BOT_5,94.22,619,0.0649,2
1770125340.3307471,EV_3,2.63,209,1.204,0
1770125790.2169209,BOT_2,43.37,899,0.0752,2
1770125341.195326,EV_4,1.52,504,0.437,0
1770125347.3387082,EV_13,2.99,392,1.442,0
1770125790.2149234,BOT_1,83.53,872,0.0333,2
1770125346.9649324,EV_12,1.95,501,1.357,0
1770125346.4431522,EV_12,2.32,242,1.5,0
1770125341.2588298,EV_4,1.78,537,0.478,0
1770125790.2379212,BOT_10,52.09,891,0.0887,2
1770125344.204624,EV_8,1.91,299,0.446,0
1770125338.679973,EV_1,2.51,363,1.326,0
1770125341.293509,EV_4,1.82,320,1.158,0
1770125345.2094462,EV_10,1.96,483,0.446,0
1770125790.2379212,BOT_10,74.83,902,0.08,2
1770125346.674654,EV_12,2.55,219,1.07,0
1770125349.058555,EV_15,2.93,443,1.154,0
1770125790.2139375,BOT_1,32.85,1181,0.0477,2
1770125345.5349448,EV_10,1.05,494,1.153,0
1770125790.2369215,BOT_10,45.33,862,0.0779,2
1770125612.7247715,ATTACKER_1,139.69,886,0.037,1
1770125971.5109828,FUZZ_1,42.09,23,1.045,3
1770125345.5278163,EV_10,2.23,573,0.636,0
1770125790.2149234,BOT_1,82.38,624,0.0938,2
1770125338.9262395,EV_1,2.67,595,0.444,0
1770125790.2169209,BOT_1,62.14,824,0.0176,2
1770125790.2299216,BOT_7,99.77,627,0.0384,2
1770125352.0522983,EV_19,2.02,599,0.641,0
1770125350.6053336,EV_17,1.98,291,0.475,0
1770125612.720795,ATTACKER_1,158.03,1212,0.0203,1
1770125612.7237592,ATTACKER_1,144.0,1097,0.0307,1
1770125344.3377652,EV_9,1.96,456,0.548,0
1770125612.7237592,ATTACKER_1,52.92,1322,0.012,1
1770125790.2269208,BOT_6,80.98,698,0.0606,2
1770125343.7060952,EV_8,2.45,379,0.67,0
1770125971.5149877,FUZZ_1,42.82,2837,1.4199,3
1770125790.234921,BOT_9,32.14,702,0.0131,2
1770125971.5129874,FUZZ_1,39.6,4813,0.9193,3
1770125338.7155285,EV_1,2.64,497,0.537,0
1770125346.0398023,EV_11,1.78,278,1.125,0
1770125790.2309213,BOT_7,69.16,890,0.0766,2
1770125343.2047317,EV_7,1.85,582,1.384,0
1770125971.507699,FUZZ_1,44.68,3476,1.6299,3
1770125343.3795404,EV_7,3.0,213,0.627,0
1770125790.235921,BOT_10,91.1,1398,0.0875,2
1770125612.720795,ATTACKER_1,130.19,1424,0.005,1
1770125971.5109828,FUZZ_1,21.7,34,0.2703,3
1770125790.2199214,BOT_3,87.54,1210,0.0503,2
1770125971.506699,FUZZ_1,29.56,34,0.5737,3
1770125339.3565075,EV_2,2.38,480,0.446,0
1770125790.220921,BOT_3,36.02,1231,0.0557,2
1770125338.9089391,EV_1,1.3,254,1.154,0
1770125348.8537805,EV_15,2.07,299,0.574,0
1770125342.9757726,EV_7,1.79,524,1.386,0
1770125348.282459,EV_14,1.19,286,0.725,0
1770125971.507699,FUZZ_1,6.68,33,1.2611,3
1770125345.7022822,EV_11,2.37,574,0.317,0
1770125790.2309213,BOT_7,54.84,909,0.0372,2
1770125349.7089884,EV_16,1.18,374,0.328,0
1770125612.7247715,ATTACKER_1,58.37,1394,0.0169,1
1770125346.8078458,EV_12,1.3,526,0.493,0
1770125339.1265962,EV_1,1.23,242,0.302,0
1770125351.611444,EV_19,2.3,593,0.666,0
1770125352.433485,EV_20,2.68,406,0.445,0
1770125343.0828004,EV_7,2.96,585,1.087,0
1770125345.82159,EV_11,2.73,232,1.229,0
1770125348.4687595,EV_14,2.19,531,1.331,0
1770125340.8659952,EV_4,2.04,527,1.017,0
1770125342.7986336,EV_6,1.82,535,0.952,0
1770125342.348641,EV_6,1.73,319,0.763,0
1770125342.8550282,EV_6,2.23,502,0.546,0
1770125349.2922156,EV_16,2.36,463,1.07,0
1770125612.7237592,ATTACKER_1,179.16,1054,0.0265,1
1770125340.508469,EV_3,1.82,216,0.948,0
1770125612.725771,ATTACKER_1,161.41,807,0.0448,1
1770125344.5298288,EV_9,2.41,595,0.936,0
1770125350.772819,EV_18,2.85,233,0.559,0
1770125612.721769,ATTACKER_1,197.41,1279,0.0165,1
1770125790.2159212,BOT_1,59.26,660,0.0333,2
1770125612.7237592,ATTACKER_1,185.63,939,0.0021,1
1770125790.228921,BOT_7,72.05,810,0.0213,2
1770125346.3746858,EV_11,2.02,321,0.984,0
1770125345.9032097,EV_11,1.24,255,1.166,0
1770125790.234921,BOT_9,61.85,715,0.0778,2
1770125790.2169209,BOT_2,77.78,936,0.0862,2
1770125338.6595695,EV_1,2.6,469,0.706,0
1770125351.9469142,EV_19,2.69,353,0.333,0
1770125349.8729625,EV_16,1.2,512,1.398,0
1770125612.7267742,ATTACKER_1,75.33,837,0.0423,1
1770125790.235921,BOT_9,30.89,609,0.0143,2
1770125340.8198326,EV_4,2.25,330,0.598,0
1770125352.4301555,EV_20,2.65,361,0.875,0
1770125350.2606256,EV_17,2.36,223,1.378,0
1770125790.228921,BOT_6,32.89,661,0.0494,2
1770125343.9327602,EV_8,2.28,254,0.596,0
1770125790.232921,BOT_8,72.45,602,0.0387,2
1770125790.2239208,BOT_4,85.68,1172,0.0782,2
1770125349.6192725,EV_16,2.11,434,1.094,0
1770125790.227921,BOT_6,77.05,1122,0.0317,2
1770125612.7237592,ATTACKER_1,160.27,1166,0.0289,1
1770125350.1818275,EV_17,1.2,408,0.655,0
1770125341.943179,EV_5,1.33,264,1.308,0
1770125612.7247715,ATTACKER_1,169.93,1104,0.0213,1
1770125790.228921,BOT_6,55.34,887,0.0091,2
1770125790.2339208,BOT_8,34.49,827,0.0829,2
1770125790.2219212,BOT_3,84.72,1314,0.0243,2
1770125340.9024312,EV_4,2.73,229,0.659,0
1770125342.46836,EV_6,1.89,492,0.895,0
1770125790.235921,BOT_10,63.97,925,0.0381,2
1770125344.7489326,EV_9,2.7,378,1.449,0
1770125790.234921,BOT_9,61.81,1173,0.0853,2
1770125345.2979834,EV_10,2.94,453,1.156,0
1770125971.5139866,FUZZ_1,14.77,2808,1.2987,3
1770125349.7984898,EV_16,2.37,362,0.494,0
1770125339.1951883,EV_1,1.01,290,1.338,0
1770125790.2149234,BOT_1,80.15,1254,0.0763,2
1770125345.82837,EV_11,2.11,280,0.551,0
1770125790.2189207,BOT_2,96.3,1326,0.0483,2
1770125790.2379212,BOT_10,51.64,957,0.0176,2
1770125348.6969144,EV_15,2.13,281,0.329,0
1770125342.4186077,EV_6,1.03,234,1.413,0
1770125971.5099173,FUZZ_1,15.21,2922,0.1382,3
1770125612.7237592,ATTACKER_1,104.92,1098,0.004,1
1770125790.2369215,BOT_10,76.08,1262,0.0245,2
1770125612.7237592,ATTACKER_1,115.45,819,0.0497,1
1770125345.106351,EV_10,1.04,214,1.24,0
1770125612.7237592,ATTACKER_1,108.84,1024,0.0032,1
1770125790.2269208,BOT_5,75.11,688,0.0333,2
1770125971.5119965,FUZZ_1,41.44,4098,1.4161,3
1770125342.6780565,EV_6,2.97,262,0.364,0
1770125790.2159212,BOT_1,71.08,1324,0.0979,2
1770125612.7267742,ATTACKER_1,171.94,1388,0.021,1
1770125790.2379212,BOT_10,54.26,993,0.0256,2
1770125351.600929,EV_19,2.59,261,0.687,0
1770125790.2229211,BOT_4,93.66,1328,0.0766,2
1770125347.5403812,EV_13,2.65,280,0.527,0
1770125347.4586403,EV_13,2.17,463,0.487,0
1770125341.2156465,EV_4,1.04,461,0.316,0
1770125349.597704,EV_16,2.94,547,0.538,0
1770125350.674716,EV_17,1.69,411,0.695,0
1770125790.2169209,BOT_1,47.06,1381,0.0237,2
1770125790.227921,BOT_6,76.64,755,0.0624,2
1770125342.227259,EV_6,2.3,537,0.325,0
1770125790.2269208,BOT_6,37.89,1059,0.0972,2
1770125971.5119965,FUZZ_1,46.49,4153,1.5569,3
1770125790.2379212,BOT_10,34.4,970,0.0274,2
1770125612.7237592,ATTACKER_1,198.38,882,0.0309,1
1770125612.725771,ATTACKER_1,192.31,1326,0.0085,1
1770125346.943895,EV_12,1.43,450,1.374,0
1770125351.5838766,EV_19,2.36,574,0.987,0
1770125344.1706378,EV_8,2.75,308,0.591,0
1770125351.8737545,EV_19,1.45,357,1.027,0
1770125971.505715,FUZZ_1,21.12,5,0.5217,3
1770125339.8565836,EV_2,1.79,311,1.419,0
1770125790.2159212,BOT_1,35.54,849,0.0369,2
1770125343.4781415,EV_7,1.0,308,0.964,0
1770125342.2838569,EV_6,1.82,353,0.68,0
1770125348.8399656,EV_15,2.23,210,0.896,0
1770125339.6860285,EV_2,1.6,360,1.369,0
1770125339.2548451,EV_1,1.96,366,0.492,0
1770125790.2269208,BOT_5,54.49,1165,0.0155,2
1770125612.725771,ATTACKER_1,90.79,991,0.0143,1
1770125790.227921,BOT_6,73.99,774,0.0125,2
1770125351.5941544,EV_19,1.38,258,0.325,0
1770125351.3976507,EV_19,1.79,214,1.382,0
1770125347.8482895,EV_14,2.29,576,0.564,0
1770125612.7247715,ATTACKER_1,140.2,1043,0.0143,1
1770125341.5624962,EV_5,1.93,424,0.716,0
1770125352.7702725,EV_20,2.8,571,0.579,0
1770125346.681568,EV_12,2.29,537,1.284,0
1770125971.5129874,FUZZ_1,5.61,32,0.2152,3
1770125790.2369215,BOT_10,76.8,1295,0.0959,2
1770125341.5455277,EV_5,1.88,511,1.066,0
1770125340.2118351,EV_3,2.26,301,1.491,0
1770125612.720795,ATTACKER_1,61.78,1109,0.0087,1
1770125790.227921,BOT_6,33.36,841,0.0508,2
1770125340.4081757,EV_3,2.27,566,1.034,0
1770125347.7746763,EV_13,1.28,491,1.152,0
1770125790.2139375,BOT_1,90.03,694,0.011,2
1770125612.725771,ATTACKER_1,71.22,1186,0.0166,1
1770125790.228921,BOT_6,30.41,794,0.0417,2
1770125343.3899865,EV_7,1.38,537,0.596,0
1770125344.1495876,EV_8,2.24,524,0.367,0
1770125344.3661363,EV_9,1.08,515,1.117,0
1770125790.2309213,BOT_7,97.07,1076,0.036,2
1770125612.7247715,ATTACKER_1,178.1,1124,0.0066,1
1770125347.7301197,EV_13,1.98,369,1.055,0
1770125346.4681077,EV_12,1.85,292,0.722,0
1770125348.6731374,EV_15,2.65,545,0.716,0
1770125971.5129874,FUZZ_1,7.4,4793,0.9182,3
1770125612.721769,ATTACKER_1,192.57,921,0.016,1
1770125341.644289,EV_5,1.19,422,0.331,0
1770125350.7293272,EV_18,1.23,204,1.364,0
1770125341.2059343,EV_4,1.24,365,0.963,0
1770125349.434235,EV_16,1.55,401,1.408,0
1770125790.2189207,BOT_2,30.32,1339,0.0324,2
1770125345.7778788,EV_11,2.11,301,1.482,0
1770125339.4760163,EV_2,2.94,417,1.095,0
1770125612.7247715,ATTACKER_1,100.67,1388,0.0103,1
1770125790.2259216,BOT_5,71.68,704,0.0178,2
1770125612.725771,ATTACKER_1,125.66,1382,0.0397,1
1770125790.234921,BOT_9,52.95,1372,0.0227,2
1770125790.2169209,BOT_1,66.47,1319,0.0644,2
1770125790.220921,BOT_3,51.59,683,0.0692,2
1770125346.847316,EV_12,1.33,596,0.688,0
1770125971.506699,FUZZ_1,41.62,15,0.8961,3
1770125346.7265408,EV_12,1.64,206,0.548,0
1770125349.8275054,EV_16,1.03,238,0.464,0
1770125790.220921,BOT_3,68.51,1354,0.039,2
1770125612.7237592,ATTACKER_1,70.53,806,0.0039,1
1770125340.1263478,EV_3,1.5,519,0.755,0
1770125347.5328684,EV_13,2.83,359,0.793,0
1770125790.231921,BOT_8,71.22,1037,0.0193,2
