timestamp,src_id,request_rate,packet_size,time_gap,label
1770125338.840523,EV_1,1.23,541,0.963,0
1770125338.8438902,EV_1,1.44,234,0.872,0
1770125338.8476932,EV_1,2.29,359,1.374,0
1770125338.8514385,EV_1,2.93,309,0.829,0
1770125338.8553207,EV_1,2.95,330,0.608,0
1770125338.8588934,EV_1,2.85,226,0.635,0
1770125338.8625903,EV_1,1.47,387,1.21,0
1770125338.8663943,EV_1,1.5,551,1.137,0
1770125338.8697562,EV_1,1.5,344,0.466,0
1770125338.8731024,EV_1,1.94,266,0.623,0
1770125338.8773613,EV_1,2.97,248,0.945,0
1770125338.880719,EV_1,2.15,517,0.731,0
1770125338.884047,EV_1,1.44,201,1.16,0
1770125338.887899,EV_1,2.86,268,1.366,0
1770125338.8915234,EV_1,1.64,298,0.385,0
1770125338.8949008,EV_1,1.13,454,0.892,0
1770125338.8986294,EV_1,1.09,284,0.795,0
1770125338.901977,EV_1,1.45,252,1.137,0
1770125338.9053657,EV_1,2.22,431,1.218,0
1770125338.9089391,EV_1,1.3,254,1.154,0
1770125338.9123309,EV_1,1.75,236,0.833,0
1770125338.9157012,EV_1,2.16,356,0.349,0
1770125338.9190702,EV_1,1.19,428,0.359,0
1770125338.9224389,EV_1,1.14,425,0.908,0
1770125338.9262397,EV_1,2.67,595,0.444,0
1770125338.9296203,EV_1,1.75,432,0.833,0
1770125338.9329908,EV_1,1.11,298,1.216,0
1770125338.9363537,EV_1,2.07,228,0.436,0
1770125338.9401603,EV_1,2.29,343,1.29,0
1770125338.9435337,EV_1,2.18,279,1.101,0
1770125338.9469657,EV_1,2.94,348,1.354,0
1770125338.9503405,EV_1,1.06,459,0.609,0
1770125338.9536843,EV_1,1.58,274,0.987,0
1770125338.9570239,EV_1,2.33,343,1.481,0
1770125338.9603875,EV_1,1.21,380,1.499,0
1770125338.9637504,EV_1,2.14,381,0.923,0
1770125338.9671175,EV_1,2.47,411,0.794,0
1770125338.9709055,EV_1,1.82,592,0.321,0
1770125338.9742677,EV_1,1.98,580,1.172,0
1770125338.9777496,EV_1,2.78,326,1.042,0
1770125338.9811182,EV_1,2.85,586,0.587,0
1770125338.984483,EV_1,2.49,599,1.248,0
1770125338.9878178,EV_1,2.35,318,1.212,0
1770125338.9911761,EV_1,2.84,302,0.759,0
1770125338.9945555,EV_1,2.73,322,1.048,0
1770125338.997924,EV_1,1.71,471,0.855,0
1770125339.0034597,EV_1,1.3,343,0.862,0
1770125339.0072155,EV_1,2.42,329,0.506,0
1770125339.0108795,EV_1,1.93,455,1.157,0
1770125339.0142481,EV_1,1.52,459,0.348,0
1770125339.0199082,EV_1,2.88,354,0.591,0
1770125339.0232093,EV_1,2.24,370,0.928,0
1770125339.0265217,EV_1,1.89,502,0.959,0
1770125339.0300717,EV_1,1.61,374,0.605,0
1770125339.0336561,EV_1,2.54,232,0.695,0
1770125339.0374763,EV_1,2.91,364,0.505,0
1770125339.0412376,EV_1,2.96,419,0.645,0
1770125339.0448782,EV_1,1.58,401,0.743,0
1770125339.048885,EV_1,1.13,318,0.842,0
1770125339.052423,EV_1,2.06,376,1.329,0
1770125339.0562067,EV_1,1.46,242,0.687,0
1770125339.0595443,EV_1,1.71,442,1.3,0
1770125339.0628905,EV_1,2.85,558,0.548,0
1770125339.0664597,EV_1,2.8,555,1.492,0
1770125339.070133,EV_1,1.74,537,0.76,0
1770125339.0738034,EV_1,2.49,289,1.448,0
1770125339.0774667,EV_1,2.28,232,0.919,0
1770125339.0811298,EV_1,2.64,386,0.901,0
1770125339.0849073,EV_1,2.98,565,1.499,0
1770125339.0883265,EV_1,2.76,296,1.017,0
1770125339.0917842,EV_1,1.7,507,0.343,0
1770125339.0954344,EV_1,1.72,359,0.477,0
1770125339.0987096,EV_1,1.02,431,0.954,0
1770125339.1019876,EV_1,2.52,544,0.675,0
1770125339.1054142,EV_1,1.24,515,0.893,0
1770125339.1087298,EV_1,2.56,477,1.327,0
1770125339.1120234,EV_1,1.42,574,1.447,0
1770125339.115715,EV_1,2.03,445,1.468,0
1770125339.1192107,EV_1,2.94,400,0.792,0
1770125339.1226897,EV_1,1.12,258,1.378,0
1770125339.1265962,EV_1,1.23,242,0.302,0
1770125339.1301696,EV_1,2.49,485,0.781,0
1770125339.133522,EV_1,2.29,568,1.378,0
1770125339.1368415,EV_1,2.8,237,1.195,0
1770125339.1401706,EV_1,1.27,536,1.445,0
1770125339.143694,EV_1,2.37,458,0.624,0
1770125339.1470616,EV_1,2.73,479,0.819,0
1770125339.150531,EV_1,2.3,340,1.459,0
1770125339.1538675,EV_1,1.46,241,1.489,0
1770125339.1574388,EV_1,2.86,311,1.054,0
1770125339.1608522,EV_1,1.25,440,0.329,0
1770125339.1644125,EV_1,1.12,453,0.765,0
1770125339.1680408,EV_1,1.66,497,0.702,0
1770125339.1712775,EV_1,1.79,259,1.463,0
1770125339.1745486,EV_1,2.49,475,1.336,0
1770125339.1778474,EV_1,2.16,485,1.026,0
1770125339.1811228,EV_1,1.41,456,1.375,0
1770125339.1843622,EV_1,2.46,414,1.107,0
1770125339.1880424,EV_1,2.51,382,0.956,0
1770125339.1917195,EV_1,2.92,493,0.386,0
1770125339.1951883,EV_1,1.01,290,1.338,0
1770125339.1987004,EV_1,2.1,585,1.115,0
1770125339.2022612,EV_1,2.45,371,1.102,0
1770125339.205853,EV_1,1.71,423,0.593,0
1770125339.2097619,EV_1,2.8,212,0.818,0
1770125339.2137668,EV_1,2.08,395,1.046,0
1770125339.2174492,EV_1,1.41,544,1.248,0
1770125339.2209594,EV_1,1.25,575,0.381,0
1770125339.2248306,EV_1,1.66,206,0.595,0
1770125339.2287314,EV_1,2.71,288,0.949,0
1770125339.232217,EV_1,1.83,419,1.063,0
1770125339.2360995,EV_1,2.14,244,0.734,0
1770125339.2395964,EV_1,2.62,271,1.084,0
1770125339.2435951,EV_1,2.83,576,1.012,0
1770125339.247375,EV_1,1.44,344,0.364,0
1770125339.2511675,EV_1,1.7,436,1.08,0
1770125339.2548451,EV_1,1.96,366,0.492,0
1770125339.258278,EV_1,1.86,421,0.724,0
1770125339.2617807,EV_1,1.05,573,1.007,0
1770125339.265194,EV_1,2.95,452,0.756,0
1770125339.2689054,EV_1,2.05,366,0.394,0
1770125339.2724156,EV_1,2.5,531,0.94,0
1770125339.2759476,EV_1,2.25,272,0.804,0
1770125339.2798827,EV_1,2.67,589,0.992,0
1770125339.2834978,EV_1,2.4,244,1.481,0
1770125339.2872467,EV_1,2.84,481,1.441,0
1770125339.2911642,EV_1,2.92,506,0.64,0
1770125339.2946045,EV_1,1.12,528,0.429,0
1770125339.2981806,EV_1,1.04,524,1.076,0
1770125339.3018227,EV_1,2.19,297,1.258,0
1770125339.3051965,EV_1,1.48,320,1.254,0
1770125339.3091855,EV_2,2.71,408,0.685,0
1770125339.3129973,EV_2,2.8,598,1.491,0
1770125339.316415,EV_2,1.51,428,0.344,0
1770125339.3198087,EV_2,1.61,329,0.678,0
1770125339.3232,EV_2,1.11,543,1.21,0
1770125339.326588,EV_2,2.1,202,1.191,0
1770125339.3308892,EV_2,2.19,326,0.901,0
1770125339.3391218,EV_2,1.02,580,0.86,0
1770125339.3427012,EV_2,1.58,347,1.353,0
1770125339.3461666,EV_2,1.34,589,0.559,0
1770125339.3495429,EV_2,1.48,491,1.458,0
1770125339.3526852,EV_2,1.99,261,0.873,0
1770125339.3565075,EV_2,2.38,480,0.446,0
1770125339.3603702,EV_2,1.34,377,0.366,0
1770125339.3639698,EV_2,2.17,461,0.775,0
1770125339.3674533,EV_2,1.65,475,1.398,0
1770125339.3710878,EV_2,1.58,268,1.479,0
1770125339.3746707,EV_2,1.85,401,1.284,0
1770125339.3781366,EV_2,2.48,489,0.592,0
1770125339.3814514,EV_2,2.18,561,1.479,0
1770125339.3847728,EV_2,1.48,379,0.443,0
1770125339.3880954,EV_2,2.38,454,0.805,0
1770125339.3918674,EV_2,2.0,280,0.591,0
1770125339.3952076,EV_2,2.78,248,0.877,0
1770125339.3986232,EV_2,2.78,596,0.472,0
1770125339.4019432,EV_2,2.32,357,1.361,0
1770125339.4055922,EV_2,2.72,375,1.248,0
1770125339.4092946,EV_2,2.42,526,1.396,0
1770125339.412896,EV_2,2.26,538,1.404,0
1770125339.416387,EV_2,2.47,384,0.347,0
1770125339.4203455,EV_2,1.57,568,0.515,0
1770125339.4238982,EV_2,1.85,297,0.693,0
1770125339.4275994,EV_2,1.32,581,1.004,0
1770125339.4310894,EV_2,2.97,303,0.707,0
1770125339.4346302,EV_2,1.6,593,1.251,0
1770125339.4386225,EV_2,2.51,440,0.683,0
1770125339.4435616,EV_2,2.32,293,0.853,0
1770125339.4486082,EV_2,1.55,438,0.847,0
1770125339.452004,EV_2,1.89,351,0.643,0
1770125339.4556007,EV_2,2.8,245,1.231,0
1770125339.4589393,EV_2,2.55,366,0.445,0
1770125339.4624646,EV_2,1.47,486,1.163,0
1770125339.4658828,EV_2,2.8,265,0.939,0
1770125339.4695396,EV_2,1.24,392,1.18,0
1770125339.472843,EV_2,2.98,407,1.397,0
1770125339.4760163,EV_2,2.94,417,1.095,0
1770125339.4793189,EV_2,1.59,408,1.156,0
1770125339.482673,EV_2,2.9,232,0.93,0
1770125339.4860587,EV_2,1.03,414,0.426,0
1770125339.4897275,EV_2,1.52,416,1.024,0
1770125339.4933937,EV_2,2.24,297,0.8,0
1770125339.4970398,EV_2,2.3,418,1.13,0
1770125339.500705,EV_2,2.06,218,1.195,0
1770125339.5040944,EV_2,2.39,371,0.775,0
1770125339.5074973,EV_2,1.06,516,1.281,0
1770125339.510966,EV_2,2.5,461,0.499,0
1770125339.5142746,EV_2,2.6,414,0.988,0
1770125339.518009,EV_2,1.42,356,0.343,0
1770125339.521572,EV_2,2.06,382,1.451,0
1770125339.52506,EV_2,2.92,221,0.56,0
1770125339.5284994,EV_2,1.83,361,0.864,0
1770125339.5322802,EV_2,2.92,232,0.491,0
1770125339.5360308,EV_2,2.98,265,1.468,0
1770125339.5398283,EV_2,1.86,306,0.96,0
1770125339.5435946,EV_2,1.21,555,1.417,0
1770125339.5470557,EV_2,1.29,387,0.951,0
1770125339.553593,EV_2,1.65,294,1.38,0
1770125339.5573003,EV_2,2.89,289,0.692,0
1770125339.560834,EV_2,2.17,546,1.365,0
1770125339.5642369,EV_2,1.07,405,1.428,0
1770125339.5677698,EV_2,1.67,579,1.166,0
1770125339.5710943,EV_2,2.89,202,0.482,0
1770125339.574491,EV_2,1.53,201,0.419,0
1770125339.578408,EV_2,1.94,342,1.123,0
1770125339.581735,EV_2,2.94,318,0.347,0
1770125339.5850465,EV_2,1.74,248,1.468,0
1770125339.5886579,EV_2,1.47,469,0.803,0
1770125339.5919952,EV_2,1.76,359,0.767,0
1770125339.5956209,EV_2,1.04,547,1.076,0
1770125339.599157,EV_2,2.26,221,1.04,0
1770125339.6026938,EV_2,2.91,243,0.757,0
1770125339.6062343,EV_2,1.8,230,1.125,0
1770125339.6097548,EV_2,1.42,493,0.452,0
1770125339.6132576,EV_2,2.69,528,0.82,0
1770125339.618101,EV_2,2.29,209,0.945,0
1770125339.6219218,EV_2,1.95,545,1.474,0
1770125339.6250997,EV_2,1.28,535,0.578,0
1770125339.6283758,EV_2,1.68,429,0.543,0
1770125339.6316116,EV_2,2.97,437,0.623,0
1770125339.6347885,EV_2,1.39,277,1.27,0
1770125339.6380885,EV_2,2.22,223,0.574,0
1770125339.6415057,EV_2,1.2,250,1.293,0
1770125339.6447494,EV_2,1.89,444,0.459,0
1770125339.6480887,EV_2,1.99,566,0.896,0
1770125339.651632,EV_2,2.78,502,1.198,0
1770125339.6555645,EV_2,2.61,347,0.318,0
1770125339.659119,EV_2,2.62,220,1.182,0
1770125339.6628325,EV_2,1.57,459,1.477,0
1770125339.666091,EV_2,1.08,222,1.244,0
1770125339.6693847,EV_2,1.49,374,0.773,0
1770125339.6726825,EV_2,2.57,349,0.77,0
1770125339.6763227,EV_2,2.37,520,0.685,0
1770125339.6795473,EV_2,1.89,588,0.797,0
1770125339.682778,EV_2,2.63,408,1.173,0
1770125339.6860285,EV_2,1.6,360,1.369,0
1770125339.689281,EV_2,1.85,424,1.353,0
1770125339.6925933,EV_2,1.85,590,0.508,0
1770125339.6958864,EV_2,2.52,473,0.556,0
1770125339.6992915,EV_2,1.27,487,1.103,0
1770125339.703065,EV_2,2.07,326,0.518,0
1770125339.706455,EV_2,1.03,266,1.488,0
1770125339.709799,EV_2,2.69,402,0.446,0
1770125339.7136316,EV_2,1.26,390,0.808,0
1770125339.7171314,EV_2,1.54,418,0.401,0
1770125339.7205,EV_2,2.82,237,0.477,0
1770125339.7238517,EV_2,1.05,307,0.73,0
1770125339.727395,EV_2,1.59,308,1.433,0
1770125339.730749,EV_2,1.39,376,0.519,0
1770125339.7346387,EV_2,1.35,247,0.733,0
1770125339.7380352,EV_2,1.83,508,0.856,0
1770125339.7414012,EV_2,1.33,435,0.548,0
1770125339.7450314,EV_2,1.49,265,0.562,0
1770125339.7485359,EV_2,2.22,426,0.667,0
1770125339.752095,EV_2,1.66,581,0.771,0
1770125339.7556162,EV_2,1.91,352,0.717,0
1770125339.7588418,EV_2,2.33,574,0.904,0
1770125339.7620618,EV_2,1.77,491,0.551,0
1770125339.7658885,EV_2,1.37,412,1.147,0
1770125339.769133,EV_2,2.02,223,0.876,0
1770125339.7723737,EV_2,2.43,488,1.397,0
1770125339.775702,EV_2,1.1,423,1.436,0
1770125339.7790527,EV_2,2.14,324,0.752,0
1770125339.7828436,EV_2,3.0,453,1.022,0
1770125339.7861962,EV_2,1.42,577,0.493,0
1770125339.789643,EV_2,2.31,346,0.793,0
1770125339.7929938,EV_2,1.4,563,0.921,0
1770125339.796626,EV_2,2.97,445,1.203,0
1770125339.8000484,EV_2,2.9,529,0.322,0
1770125339.8034084,EV_2,1.69,411,1.196,0
1770125339.806802,EV_2,2.69,499,1.232,0
1770125339.810194,EV_2,2.65,469,0.465,0
1770125339.8139145,EV_2,2.68,328,1.131,0
1770125339.8176553,EV_2,1.51,417,1.049,0
1770125339.8211198,EV_2,1.54,530,0.939,0
1770125339.8244796,EV_2,2.51,540,0.883,0
1770125339.8280127,EV_2,1.17,266,0.598,0
1770125339.83138,EV_2,1.34,338,1.148,0
1770125339.8347409,EV_2,2.41,571,0.641,0
1770125339.8381379,EV_2,1.71,595,0.561,0
1770125339.841537,EV_2,2.35,484,0.889,0
1770125339.8452275,EV_2,2.85,412,0.46,0
1770125339.848981,EV_2,2.46,556,1.083,0
1770125339.8526988,EV_2,1.78,279,1.359,0
1770125339.8565836,EV_2,1.79,311,1.419,0
1770125339.8603177,EV_2,1.13,486,0.894,0
1770125339.8637202,EV_2,1.99,534,0.621,0
1770125339.867207,EV_2,2.57,314,0.981,0
1770125339.8705988,EV_2,1.63,493,0.538,0
1770125339.873937,EV_2,2.6,409,1.439,0
1770125339.8774486,EV_2,1.21,474,0.832,0
1770125339.880852,EV_2,2.82,418,0.975,0
1770125339.8842275,EV_2,2.3,229,1.487,0
1770125339.8880134,EV_2,2.19,243,0.776,0
1770125339.8920572,EV_2,1.56,236,1.025,0
1770125339.8954363,EV_2,1.3,463,1.335,0
1770125339.8988125,EV_2,2.31,570,0.949,0
1770125339.9025414,EV_2,1.75,488,1.042,0
1770125339.9058852,EV_2,1.43,539,1.152,0
1770125339.9096138,EV_2,2.08,535,1.483,0
1770125339.9129684,EV_2,2.24,260,0.661,0
1770125339.9166348,EV_2,1.93,233,0.441,0
1770125339.920206,EV_2,2.41,275,0.517,0
1770125339.9238627,EV_2,1.5,355,1.381,0
1770125339.9272137,EV_2,2.64,409,1.399,0
1770125339.9305792,EV_2,1.41,387,1.059,0
1770125339.9339333,EV_2,2.88,526,0.922,0
1770125339.9374068,EV_2,1.39,305,1.29,0
1770125339.940774,EV_2,2.29,550,1.065,0
1770125339.9441335,EV_2,2.73,556,1.332,0
1770125339.947496,EV_2,2.8,309,0.505,0
1770125339.9508705,EV_2,2.69,265,0.89,0
1770125339.9547021,EV_2,1.19,210,1.311,0
1770125339.9580677,EV_2,1.95,215,0.826,0
1770125339.9614596,EV_2,1.56,599,1.295,0
1770125339.964832,EV_2,2.17,318,0.75,0
1770125339.968658,EV_2,1.45,389,0.452,0
1770125339.9720252,EV_2,1.81,221,0.982,0
1770125339.9753702,EV_2,1.25,497,0.343,0
1770125339.9787154,EV_2,1.86,218,0.987,0
1770125339.9820623,EV_2,2.2,385,0.387,0
1770125339.9853637,EV_2,2.08,404,0.53,0
1770125339.9887223,EV_2,1.86,293,0.708,0
1770125339.9920886,EV_2,1.95,483,1.39,0
1770125339.9954548,EV_2,2.89,424,0.307,0
1770125339.9993017,EV_2,2.34,496,1.267,0
1770125340.0027633,EV_2,1.62,350,0.312,0
1770125340.0061255,EV_2,1.92,268,0.911,0
1770125340.0094934,EV_2,2.91,421,0.363,0
1770125340.0128818,EV_2,1.73,260,1.208,0
1770125340.0182462,EV_2,2.65,349,0.813,0
1770125340.0226018,EV_3,1.74,219,0.375,0
1770125340.026027,EV_3,2.43,431,0.824,0
1770125340.0294096,EV_3,1.73,454,1.402,0
1770125340.0330145,EV_3,1.44,245,1.183,0
1770125340.0373025,EV_3,1.19,503,1.143,0
1770125340.0411582,EV_3,2.07,382,1.425,0
1770125340.0447667,EV_3,1.81,577,1.449,0
1770125340.0479138,EV_3,2.31,324,1.135,0
1770125340.0512235,EV_3,2.61,453,1.375,0
1770125340.0546267,EV_3,1.62,289,0.345,0
1770125340.0579023,EV_3,1.16,434,0.688,0
1770125340.0616677,EV_3,2.13,313,0.768,0
1770125340.0653584,EV_3,1.08,522,0.679,0
1770125340.0691223,EV_3,1.08,316,0.328,0
1770125340.072532,EV_3,1.26,592,0.661,0
1770125340.0763328,EV_3,2.23,318,0.476,0
1770125340.0797462,EV_3,2.34,301,0.956,0
1770125340.0832245,EV_3,1.13,402,0.957,0
1770125340.086542,EV_3,2.11,439,0.977,0
1770125340.0904202,EV_3,2.15,275,1.186,0
1770125340.0940037,EV_3,2.35,541,0.629,0
1770125340.0978782,EV_3,2.94,556,0.687,0
1770125340.101535,EV_3,1.52,335,1.068,0
1770125340.105028,EV_3,2.0,373,1.477,0
1770125340.108554,EV_3,1.96,486,0.33,0
1770125340.1120946,EV_3,2.15,543,0.666,0
1770125340.115744,EV_3,2.42,507,0.811,0
1770125340.119193,EV_3,2.82,568,0.631,0
1770125340.1228228,EV_3,1.05,421,1.206,0
1770125340.1263478,EV_3,1.5,519,0.755,0
1770125340.1296122,EV_3,1.85,215,0.578,0
1770125340.1331716,EV_3,2.92,243,0.664,0
1770125340.1368043,EV_3,1.64,568,0.479,0
1770125340.140225,EV_3,2.07,292,0.496,0
1770125340.143806,EV_3,2.03,427,1.225,0
1770125340.147351,EV_3,1.41,461,1.471,0
1770125340.15078,EV_3,1.52,451,0.35,0
1770125340.1543844,EV_3,2.42,559,1.409,0
1770125340.157935,EV_3,2.14,502,0.744,0
1770125340.161708,EV_3,1.87,529,0.363,0
1770125340.1654108,EV_3,2.57,530,0.484,0
1770125340.1690269,EV_3,2.31,275,1.138,0
1770125340.172651,EV_3,2.45,272,0.847,0
1770125340.1761925,EV_3,2.42,214,0.765,0
1770125340.179921,EV_3,2.1,527,1.03,0
1770125340.1834185,EV_3,1.37,333,0.424,0
1770125340.1870713,EV_3,2.91,496,0.373,0
1770125340.190764,EV_3,2.0,261,0.587,0
1770125340.1942983,EV_3,1.09,235,1.349,0
1770125340.1977046,EV_3,1.09,422,0.926,0
1770125340.2009444,EV_3,2.0,550,0.578,0
1770125340.2045152,EV_3,1.22,259,1.287,0
1770125340.2081635,EV_3,2.43,288,0.593,0
1770125340.2118351,EV_3,2.26,301,1.491,0
1770125340.214983,EV_3,1.15,354,0.633,0
1770125340.218262,EV_3,1.41,478,1.181,0
1770125340.2218096,EV_3,2.26,203,0.675,0
1770125340.2254014,EV_3,1.62,253,0.534,0
1770125340.229178,EV_3,2.83,505,0.964,0
1770125340.232658,EV_3,2.09,495,1.401,0
1770125340.236222,EV_3,1.68,424,0.716,0
1770125340.239795,EV_3,1.06,265,0.677,0
1770125340.2435057,EV_3,1.6,285,0.766,0
1770125340.246846,EV_3,1.14,535,1.1,0
1770125340.250101,EV_3,2.2,430,0.741,0
1770125340.2533815,EV_3,2.81,507,1.455,0
1770125340.2569118,EV_3,1.14,349,0.767,0
1770125340.2603903,EV_3,1.25,409,1.247,0
1770125340.2642229,EV_3,2.66,540,0.419,0
1770125340.2677965,EV_3,2.25,358,1.043,0
1770125340.2717311,EV_3,2.18,556,0.316,0
1770125340.2750394,EV_3,1.23,338,1.074,0
1770125340.2782998,EV_3,2.45,380,1.292,0
1770125340.2816865,EV_3,2.5,449,0.479,0
1770125340.2850165,EV_3,2.31,321,0.69,0
1770125340.288425,EV_3,1.84,216,0.967,0
1770125340.2917278,EV_3,2.61,394,0.535,0
1770125340.2954586,EV_3,2.29,239,0.36,0
1770125340.2991812,EV_3,1.53,414,1.467,0
1770125340.3025234,EV_3,1.01,530,0.387,0
1770125340.3058932,EV_3,2.18,507,1.463,0
1770125340.3093035,EV_3,2.53,517,0.317,0
1770125340.3126216,EV_3,1.01,317,0.36,0
1770125340.3159256,EV_3,1.15,478,1.002,0
1770125340.319465,EV_3,2.95,389,1.138,0
1770125340.3231091,EV_3,2.88,203,0.526,0
1770125340.3271542,EV_3,1.13,456,1.46,0
1770125340.3307471,EV_3,2.63,209,1.204,0
1770125340.334529,EV_3,2.81,312,0.778,0
1770125340.3383205,EV_3,1.83,228,0.559,0
1770125340.3418026,EV_3,2.58,581,0.899,0
1770125340.345137,EV_3,1.52,217,0.748,0
1770125340.3484764,EV_3,1.48,384,0.798,0
1770125340.3518481,EV_3,2.6,263,1.288,0
1770125340.3552165,EV_3,2.74,476,0.367,0
1770125340.3588364,EV_3,1.79,359,1.05,0
1770125340.362353,EV_3,2.3,424,0.436,0
1770125340.3660903,EV_3,1.16,267,1.264,0
1770125340.3694744,EV_3,1.71,315,0.721,0
1770125340.3733943,EV_3,2.21,412,0.537,0
1770125340.3768091,EV_3,1.37,592,0.915,0
1770125340.3802068,EV_3,2.75,447,0.79,0
1770125340.383941,EV_3,1.94,461,0.859,0
1770125340.387413,EV_3,2.89,303,1.467,0
1770125340.3908248,EV_3,1.96,496,0.676,0
1770125340.3942342,EV_3,1.02,423,0.609,0
1770125340.3976567,EV_3,2.58,369,0.72,0
1770125340.4010174,EV_3,1.61,365,1.074,0
1770125340.4048193,EV_3,1.33,220,0.873,0
1770125340.4081757,EV_3,2.27,566,1.034,0
1770125340.4115498,EV_3,2.16,267,1.084,0
1770125340.4149208,EV_3,2.88,344,1.103,0
1770125340.4183896,EV_3,2.63,337,1.26,0
1770125340.4217846,EV_3,2.15,272,0.524,0
1770125340.4251482,EV_3,1.78,279,1.429,0
1770125340.4285157,EV_3,2.82,380,0.973,0
1770125340.4318812,EV_3,2.84,250,0.68,0
1770125340.4354813,EV_3,1.15,551,0.59,0
1770125340.4387698,EV_3,2.13,389,0.745,0
1770125340.4423046,EV_3,1.07,344,1.051,0
1770125340.4458117,EV_3,2.89,403,1.159,0
1770125340.4493234,EV_3,2.54,244,1.262,0
1770125340.4528453,EV_3,2.48,465,1.164,0
1770125340.4560647,EV_3,2.69,560,1.395,0
1770125340.4592726,EV_3,1.76,309,0.924,0
1770125340.4624827,EV_3,1.54,597,0.775,0
1770125340.4659414,EV_3,2.07,225,0.563,0
1770125340.4692242,EV_3,2.51,260,0.343,0
1770125340.4729156,EV_3,1.04,380,1.386,0
1770125340.476265,EV_3,1.73,515,0.464,0
1770125340.479717,EV_3,1.27,309,0.869,0
1770125340.48323,EV_3,1.93,264,1.338,0
1770125340.4866967,EV_3,1.86,267,1.102,0
1770125340.4902737,EV_3,1.76,473,0.602,0
1770125340.4938176,EV_3,2.78,253,1.426,0
1770125340.4976761,EV_3,2.62,417,0.615,0
1770125340.5011377,EV_3,2.02,387,0.759,0
1770125340.5046773,EV_3,2.76,517,1.166,0
1770125340.508469,EV_3,1.82,216,0.948,0
1770125340.512323,EV_3,2.05,406,0.453,0
1770125340.5160432,EV_3,1.63,320,1.351,0
